,company_name,model,price,status,body_type,fuel_type,engine_desc,fuel_system,cooling,displacement,max_power,max_torque,cylinders_count,overall_lenght,overall_width,overall_height,seat_height,ground_clearance,wheelbase,kerb_wet,fuel_tank,bore,stroke,gears_count,clutch,gearbox,front_brake,rear_brake,front_suspension,rear_suspension,zero_cent,speedometer,tachometer,trip_meter,clock,electric_start
60,Bajaj,Bajaj Discover (2010),"
₹ 41,700
",discontinued,Commuter,Petrol,"94.38cc, DTS-Si 2.0",NaN,Air Cooling,94.38 cc,7.5 HP @ 7500 rpm,7.85 Nm @ 5000 rpm,1,2040.00 mm,760.00 mm,1087.00 mm,NaN,165.00 mm,1305.00 mm,115.00 kg,10.30 litres,NaN,NaN,5,"Wet, Multiplate",NaN,Drum 130mm,Drum 110mm,"Telescopic, wheel travel 130mm","Nitrox, wheel travel 110mm",NaN,Analogue,None,None,NaN,0
61,Bajaj,Bajaj Discover 100,"
₹ 45,001 - ₹ 52,000
",discontinued,Commuter,Petrol,"94.38cc, DTS-Si 2.0",NaN,Air Cooling,94.38 cc,7.5 HP @ 7500 rpm,7.85 Nm @ 5000 rpm,1,2040.00 mm,760.00 mm,1087.00 mm,NaN,162.00 mm,1305.00 mm,115.00 kg,8.00 litres,NaN,NaN,4,"Wet, Multiplate",NaN,Drum 130mm,Drum 110mm,"Telescopic, wheel travel 130mm","Nitrox, wheel travel 110mm",NaN,Analogue,None,None,NaN,1
62,Bajaj,Bajaj Discover 100T,"
NA
",discontinued,Commuter,Petrol,"102cc, 4-Stroke, DTSi",NaN,Air Cooling,102 cc,9.3 HP @ 9000 rpm,9.2 Nm @ 6500 rpm,1,2038.00 mm,714.00 mm,1070.00 mm,NaN,165.00 mm,1305.00 mm,121.00 kg,10.00 litres,NaN,NaN,5,Wet Multi Plate Type,NaN,130mm Drum,110mm Drum,Telescopic Fork,Nitrox shock absorbers,NaN,Analogue,None,None,NaN,1
63,Bajaj,Bajaj Discover 110,"
NA
",discontinued,Commuter,Petrol,NaN,Carburetor,Air Cooled,115.5 cc,8.6 HP @ 7000 rpm,9.81 Nm @ 5000 rpm,1,2035 mm,760 mm,1087 mm,805 mm,179 mm,1305 mm,117.5 kg,8 litres,50 mm,58.6 mm,4,"Wet, Multi-disc type",NaN,130mm Drum (CBS),130mm Drum (CBS),Telescopic,"Hydraulic Shock Absorbers, Adjustable type",NaN,Analogue-Digital,1,1,NaN,1
64,Bajaj,Bajaj Discover 125,"
₹ 51,762 - ₹ 57,000
",discontinued,Commuter,Petrol,"124.6cc, 4-stroke",NaN,Air Cooling,124.6 cc,12.8 HP @ 9000 rpm,11 Nm @ 7000 rpm,1,2035.00 mm,714.00 mm,1070.00 mm,NaN,170.00 mm,1305.00 mm,121.00 kg,10.00 litres,NaN,NaN,5,Wet Multi Plate Type,NaN,200mm Petal Disc,130mm Drum,Telescopic (130 mm),Nitrox Twin (110 mm),NaN,Analogue,None,None,NaN,1
65,Bajaj,Bajaj Discover 125T,"
NA
",discontinued,Commuter,Petrol,"124.6cc, 4-stroke",NaN,Air Cooling,124.6 cc,12.4 HP @ 9000 rpm,10.8 Nm @ 6500 rpm,1,2035.00 mm,714.00 mm,1070.00 mm,NaN,165.00 mm,1305.00 mm,124.70 kg,10.00 litres,NaN,NaN,5,Wet Multi Plate Type,NaN,130mm Drum,130mm Drum,Telescopic (130 mm),Nitrox Twin (110 mm),NaN,Analogue,None,None,NaN,1
66,Bajaj,Bajaj Discover 135,"
₹ 52,500 - ₹ 61,400
",discontinued,Commuter,Petrol,"4 Stroke, Air Cooled, DTS-i",NaN,Air Cooling,134.21 cc,13 HP @ 8500 rpm,11.88 Nm @ 6500 rpm,1,2030.00 mm,760.00 mm,1065.00 mm,NaN,175.00 mm,1305.00 mm,133.00 kg,10.00 litres,NaN,NaN,4,"Wet, Multi Plate Type",NaN,240mm Disc,130mm Drum,Telescopic,Trailing Arm,NaN,Digital,Analogue,Digital-1,NaN,1
67,Bajaj,Bajaj Discover 150,"
₹ 52,940 - ₹ 62,000
",discontinued,Commuter,Petrol,"144.8cc, DTS-i",NaN,Air Cooling,144.8 cc,12.8 HP @ 7500 rpm,12.7 Nm @ 5500 rpm,1,2030.00 mm,760.00 mm,1065.00 mm,795 mm,165.00 mm,1305.00 mm,121.00 kg,8.00 litres,NaN,NaN,5,"Wet, Multi Plate Type",NaN,240mm Disc,130mm Drum,Telescopic,Nitrox,NaN,Analogue,None,None,NaN,1
68,Bajaj,Bajaj Eliminator,"
₹ 86,650
",discontinued,Cruiser,Petrol,"Single cylinder 4-stroke, air cooled",NaN,NaN,173.9 cc,15.2 HP @ 8500 rpm,13.7 Nm @ 7500 rpm,1,NaN,NaN,680 mm,NaN,140 mm,1460 mm,157 kg,14 litres,NaN,NaN,5,NaN,NaN,NaN,NaN,Telescopic,Trailing arm with coaxial hydraulic shock absorbers and coil springs,NaN,NaN,NaN,NaN,NaN,1
69,Bajaj,Bajaj Kristal,"
₹ 39,600
",discontinued,Scooter,Petrol,"94.8cc, 4-stroke",NaN,Air Cooling,94.8 cc,7.21 HP @ 7500 rpm,7.66 Nm @ 5500 rpm,1,NaN,NaN,NaN,NaN,140 mm,1370 mm,99 kg,NaN,NaN,NaN,Automatic,NaN,NaN,Mech. Expanding shoe type –110 Dia,Mech. Expanding shoe type –110 Dia,Leading Link Coaxial,Trailing Arm Single Shock Absorber with SNS,NaN,Analogue,NaN,NaN,NaN,1
70,Bajaj,Bajaj Legend,"
₹ 28,000
",discontinued,Scooter,Petrol,"4 - stroke forced, air cooled",NaN,NaN,145 cc,9 HP @ 6000 rpm,11.3 Nm @ 4000 rpm,1,NaN,NaN,NaN,NaN,145 mm,1272 mm,110 kg,5 litres,NaN,NaN,4,NaN,NaN,NaN,NaN,Leading link,Coaxial Hydraulic Damper,NaN,NaN,NaN,NaN,NaN,0
71,Bajaj,Bajaj Pulsar (2008),"
₹ 66,500 - ₹ 2,25,000
",discontinued,Sports Commuter,Petrol,"4 Stroke, Single Cylinder, Air Cooled, 2 Plug",NaN,Air Cooling,149.01 cc,13.50 HP @ 8500 rpm,13.90 NM @ 6500 rpm,1,NaN,NaN,NaN,NaN,155.00 mm,1330.00 mm,137.00 kg,8.00 litres,NaN,NaN,5,NaN,NaN,240mm Disc,130mm Drum,Telescopic,Triple rate springs,NaN,Digital,Analogue,None,NaN,1
72,Bajaj,Bajaj Pulsar (2018),"
₹ 64,141 - ₹ 96,448
",discontinued,Sports Commuter,Petrol,"220cc, 4-stroke, DTS-i, oil cooled, single cylinder, BSIV",NaN,Air+Oil Cooling,220 cc,20.64 HP @ 8500 rpm,18.55 Nm @ 7000 rpm,1,2035 mm,750 mm,1165 mm,795 mm,165 mm,1350 mm,150 kg,15 litres,67 mm,62.4 mm,5,Wet Multiplate Type,NaN,"260mm Disc, Twin Calipers","230mm Disc, Single Caliper","Telescopic, with anti-friction bush","5 way adjustable, Nitrox shock absorber",10.5 secs,Digital,Analog,Digital,0,1
73,Bajaj,Bajaj Pulsar AS,"
₹ 80,500 - ₹ 94,000
",discontinued,Adventure,Petrol,"199.5cc, Triple Spark, 4 - stroke, SOHC - 4V - Liquid Cooled, single cylinder",NaN,Liquid Cooling,199.5 cc,23.17 HP @ 9500 rpm,18.3 Nm @ 8000 rpm,1,2070 mm,804 mm,1205 mm,807 mm,167 mm,1363 mm,153 kg,12 litres,72 mm,49 mm,6,NaN,NaN,280mm Disc,230mm Disc,37mm Telescopic Front Fork with Antifriction Bush,Nitrox Mono Shock Absorber with piggy back gas canister,10.5 secs,Digital,Analog,Digital,Digital,1
74,Bajaj,Bajaj Spirit,"
₹ 27,000
",discontinued,Scooter,Petrol,Air Cooled,NaN,NaN,59.86 cc,3.6 HP @ 6500 rpm,4.32 NM @ 5500 rpm,1,1685.00 mm,NaN,1020.00 mm,NaN,120.00 mm,1165.00 mm,76.00 kg,3.60 litres,NaN,NaN,Automatic,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
75,Bajaj,Bajaj Wave,"
₹ 39,500
",discontinued,Scooter,Petrol,Air Cooled,NaN,NaN,109.7 cc,8 HP @ 7000 rpm,8.82 Nm @ 5000 rpm,1,1765 mm,NaN,1110 mm,NaN,NaN,1225 mm,110 kg,5.20 litres,NaN,NaN,Automatic,NaN,NaN,Mechanical Expanding Shoe Brakes Dia 130 mm,Mechanical Expanding Shoe Brakes Dia 130 mm,Leading Link With Coaxial Shock Absorber & Spring,Single ShockAbsorber & Coaxial Spring,NaN,NaN,NaN,NaN,NaN,1
76,Bajaj,Bajaj Wind,"
₹ 46,000
",discontinued,Commuter,Petrol,"Single cylinder, four-stroke, air cooled",NaN,NaN,124.6 cc,10.7 HP @ 8500 rpm,9.8 Nm @ 7000rpm,1,NaN,740 mm,1115 mm,NaN,155 mm,1260 mm,121 kg,13 litres,NaN,NaN,5,NaN,NaN,Single Disc,Drum,"Long stroke Hydro-Dynamic suspension, 125 mm","Long stroke Hydro-Dynamic suspension, 5 way adjustable",NaN,NaN,NaN,NaN,NaN,0
77,Bajaj,Bajaj XCD,"
₹ 44,300 - ₹ 60,000
",discontinued,Commuter,Petrol,"4 stroke, natural air cooled",NaN,Air Cooling,134.6 cc,10 HP @ 7500 rpm,11.58 Nm @ 5000 rpm,1,1990 mm,760 mm,1080 mm,810 mm,165 mm,1275 mm,116 kg,8 litres,NaN,NaN,5,NaN,NaN,"130 mm Drum, Mechanically expanding shoes","130 mm Drum, Mechanically expanding shoes","130 mm Fork travel, Telescopic","105mm Rear Wheel Travel, Nitrox",NaN,Digital,Analog,NaN,NaN,1
78,Bajaj,Bajaj Blade,"
₹ 40,000
",no-launch-plans,Scooter,Petrol,4 valve DTS-i,NaN,Air Cooling,125 cc,11.5 HP,NaN,1,NaN,NaN,NaN,NaN,140 mm,1370 mm,163 kg,14.50 litres,NaN,NaN,Automatic,NaN,NaN,Disc,Drum,Telescopic hydraulic absorbers,Pivoted fork with Absorbers,NaN,Analog,Analog,NaN,NaN,1
79,Bajaj,Bajaj Pulsar VS,"
₹ 1,60,000 - ₹ 0
",no-launch-plans,Naked,NaN,"373.2, Single Cylinder, 4-stroke, Triple Spark, Liquid-cooled, Engine",NaN,Liquid Cooling,373.2 cc,34.51 Bhp @ 8000 rpm,Not Revealed Yet,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,NaN,300mm Disc (Expected),230mm Disc (Expected),Telescopic Forks,Monoshock,NaN,Digital,Digital,Digital,Digital,1
80,Bajaj,Bajaj Sonic,"
₹ 42,000
",no-launch-plans,Commuter,Petrol,Air Cooled,NaN,"4 Stroke, Air Cooled, DTS-Si",100 cc,NaN,NaN,1,2035 mm,750 mm,1165 mm,NaN,NaN,1320 mm,132 kg,12 litres,NaN,NaN,4,NaN,NaN,200 mm Disc,130 mm Drum,"130 mm Fork travel, Telescopic","105 mm Rear Wheel travel, Nitrox",NaN,Analog,Analog,Analog,NaN,1
81,Benelli,Benelli 300,"
₹ 3,00,000 - ₹ 3,10,000
",available,Sports,Petrol,"300cc, 2 Cylinder, Water Cooling",Electronic Fuel Injection with Throttle Body ø 34 mm,Water Cooling,300 cc,"38.26 HP @ 11,500 rpm","26.5 NM @10,000 rpm",2,2150 mm,745 mm,1115 mm,785 mm,165 mm,1410 mm,198 kg,14 litres,65 mm,45.2 mm,6 Speed,Wet Clutch,NaN,260mm Petal Disc,240mm Petal Disc,Ø 41 mm Inverted Telescopic Forks,Rear Swing Arm with Central Shock Absorber,NaN,Digital,Analog,Digital,Digital,1
82,Benelli,Benelli Imperiale,"
₹ 1,79,500
",available,Cruiser,Petrol,"373.5cc, Single Cylinder, Air Cooling",Electronic Fuel Injection,Air-Cooled,373.5 cc,21 HP @ 5500 rpm,29 Nm @ 4500 rpm,1,2170 mm,815 mm,1120 mm,780 mm,165 mm,1440 mm,205 kg,12 litres,72.7 mm,90 mm,5 Speed,Multidisc Wet Clutch,NaN,ø300 mm Single Disc with 2 Pistons Floating Calliper and ABS,ø240 mm Single Disc with Single Piston Floating Calliper and ABS,Ø 41mm Telescopic Forks,Rear Swing Arm with Double Shock Absorber,NaN,Analog,Analog,NaN,NaN,1
83,Benelli,Benelli TNT,"
₹ 1,00,000 - ₹ 11,86,000
",available,Naked,Petrol,"249cc, Single cylinder, 4-stroke, 4-valve, Liquid-cooled, DOHC",Electronic Fuel Injection,Liquid Cooled,249 cc,28.16 BHP @ 9800 rpm,21.61 NM @ 8000 rpm,1,2080 mm,810 mm,1125 mm,780 mm,160 mm,1400 mm,159 kg,17 litres,61.2 mm,72 mm,6,Multi-disc in oil bath,NaN,280mm Petal Disc,240mm Petal Disc,USD Telescopic Forks,Mono Shock Absorber,10.73 secs,Digital,Analog,Digital,Digital,1
84,Benelli,Benelli 400,"
₹ 4,00,000
",expected,Cruiser,NaN,"Inline 2 cylinder DOHC, 4-Stroke",Electronic Fuel Injection,Liquid-Cooled,399.3 cc,39.4 HP @ 9000 rpm,35 Nm @ 7000 rpm,2,2276 mm,928 mm,1278 mm,740 mm,180 mm,1600 mm,160 kg,16 litres,69 mm,53.4 mm,6,Multidisc wet clutch,NaN,Dual 260 mm disc brakes,Single 240 mm disc brake,41 mm USD Forks,Shock absorber,NaN,Digital,Digital,Digital,Digital,1
85,Benelli,Benelli 500,"
NA
",expected,Cruiser,Petrol,"In line 2 cylinders, 4-stroke, liquid cooled , 4 valves for cylinder double overhead camshaft",Electronic fuel injection with double throttle body ø 37 mm,Liquid Cooled,500 cc,47 HP @ 8500rpm,45.0Nm @ 5000rpm,2,2280 mm,940 mm,1140 mm,750 mm,NaN,1600 mm,217 kg,21 litres,69.0 mm,66.8 mm,6,Multidisc wet clutch,NaN,Double semi floating disk ø280 mm with 4 pistons calliper,Single disc ø240 mm with single piston floating calliper,41 mm upside down forks,Rear swing arm with central shock absorber spring preload adjustable,NaN,1,1,1,NaN,1
86,Benelli,Benelli 750,"
₹ 6,00,000
",expected,Naked,Petrol,"In line 2 cylinders, 4-stroke, liquid cooled , 4 valves for cylinder double overhead camshaft DOHC",Fuel Injection,Liquid Cooling,754 cc,76.8 HP @ 8500 rpm,67 Nm @ 6500 rpm,2,2130 mm,820 mm,1100 mm,810 mm,180 mm,1460 mm,228 kg,14.5 litres,NaN,NaN,6,NaN,NaN,Dual 320 mm disc with 4-piston calipers,Single 260 mm disc with 1-piston caliper,50 mm USD Forks,Monoshock,NaN,1,1,1,NaN,1
87,Benelli,Benelli BN,"
₹ 80,000 - ₹ 1,75,000
",expected,Naked,Petrol,"125cc, Single Cylinder",Fuel Injection,Air-Cooled,125 cc,11.1 BHP @ 9500 rpm,10 NM @ 7000 rpm,1,2050 mm,770 mm,1065 mm,NaN,190 mm,1360 mm,142 kg,NaN,54 mm,54.5 mm,5,Wet Multi-plate,NaN,260mm single disc (CBS),240mm single disc (CBS),35mm upside down front forks,Adjustable monoshock,NaN,1,NaN,NaN,NaN,1
88,Benelli,Benelli BX,"
₹ 1,50,000
",expected,Off-Road,Petrol,"Single cylinder, 4-stroke, liquid cooled, 4-valve, double overhead camshaft",Fuel Injection,NaN,249 cc,25 bhp @ 9000 rpm,21 Nm @ 7000 rpm,1,2184 mm,845 mm,1193 mm,NaN,277 mm,1479 mm,136.6 kg,7.0 litres,72 mm,61.2 mm,5,Oil Bath,NaN,Ø280 mm stainless steel disc with 2-piston floating caliper,Ø238 mm stainless steel disc with 2-piston floating caliper,Hydraulic telescopic fork Ø 50mm,Monoshock with progressive link,NaN,1,1,1,NaN,1
89,Benelli,Benelli Caffenero,"
₹ 90,000
",expected,Scooter,Petrol,"4 stroke, single cylinder, SOHC 2 valves per cylinder",NaN,Liquid cooled,150 cc,13 HP @ 7500 rpm,13.3 NM @ 6000 rpm,1,2217 mm,770 mm,1225 mm,860 mm,NaN,1455 mm,NaN,NaN,69.0 mm,66.8 mm,Automatic,Automatic centrifugal dry clutch,NaN,"Single disc 247 mm, 2-piston calipers","Single disc 247 mm, 2-piston calipers",35 mm telescopic fork,Hydraulic shock absorber - 5 positions adjustable,NaN,1,NaN,1,1,1
90,Benelli,Benelli Leoncino,"
₹ 2,50,000 - ₹ 5,10,000
",expected,Scrambler,Petrol,"500cc, 2 Cylinder, Liquid Cooling",Electronic Fuel Injection with Throttle Body ø 37 mm,Liquid-Cooled,500 cc,47.5 HP @ 8500 rpm,46 NM @ 6000 rpm,2,2160 mm,875 mm,1148 mm,785 mm,160 mm,1460 mm,NaN,12.7 litres,69.0 mm,66.8 mm,6-Speed,Wet Clutch,NaN,ø320 mm Twin Semi Floating Disc with 4 Piston Radial Calliper and ABS,ø260 mm Single Disc with Single Piston Floating Calliper and ABS,Upside-Down Forks Ø 50mm with Rebound Adjust,Lateral Hydraulic Shock Absorber with Spring Preload and Rebound Adjustment,NaN,1,1,1,NaN,1
91,Benelli,Benelli Motobi,"
₹ 1,40,000
",expected,Cruiser,Petrol,"1-cylinder, 4-stroke, 2-valve",Fuel Injection,Oil-Cooled,197 cc,NaN,13.9 NM @ 6000 rpm,1,2140 mm,800 mm,1050 mm,715 mm,150 mm,1440 mm,NaN,11.8 litres,63.5 mm,62.2 mm,5,Wet multi-plate,NaN,280mm Single Disc,240mm Single Disc,Telescopic forks,Telescopic coil spring oil damped,NaN,Digital,NaN,Digital,NaN,1
92,Benelli,Benelli TreK,"
₹ 12,00,000
",expected,Adventure,Petrol,"1131cc, Liquid cooled 4-stroke 4-valve DOHC Inline 3 with balancer shaft",Electronic injection with three 53 mm throttle bodies,NaN,1131 cc,123.37 BHP @ 9000 rpm,112 NM @ 5000 rpm,3,2200 mm,850 mm,1350 mm,860 mm,170 mm,1540 mm,205 kg,22 litres,88 mm,62 mm,6,Wet,NaN,Twin ø 320 mm floating wave discs with radial mounted Brembo 4 piston calipers,Single ø 240 mm wave disc with Brembo twin piston caliper,Benelli ø 48 mm upside down forks,Fully adjustable compression and rebound with spring pre-load easy adjustment,NaN,Digital,Analog,Digital,Digital,1
93,Benelli,Benelli TRK,"
₹ 2,50,000 - ₹ 5,50,000
",expected,Adventure,Petrol,"500cc, 2 Cylinder, Liquid cooling",Electronic Fuel Injection with Double Throttle Body ø 37 mm,Liquid-Cooled,500 cc,47.5 HP @ 8500 rpm,46 NM @ 6000 rpm,2,2200 mm,915 mm,1450 mm,800 mm,190 mm,1505 mm,NaN,20 litres,69 mm,66.8 mm,6 - Speed,Multidisc Wet Clutch,NaN,"ø320 mm Twin Semi Floating Disc, 2 Piston Calliper and ABS",ø260 mm Single Disc with Single Piston Floating Calliper and ABS,Upside-Down Forks Ø 50mm,Hydraulic Monoshock (Rebound & Preload Adjustable),NaN,1,1,1,NaN,1
94,Big Dog,Big Dog K9,"
₹ 59,00,000
",available,Chopper,Petrol,"S&S SuperSidewinder, Overhead Valve, 45-Degree, V-Twin",NaN,NaN,1807 cc,NaN,NaN,NaN,2743 mm,NaN,NaN,622 mm,115 mm,2082 mm,304 kg,14.4 litres,NaN,NaN,6,NaN,"Jim's, 6-Speed, Right-Side-Drive","Disc, Performance Machine, 4-piston, Differential Bore","Disc, Performance Machine, 4-Piston, Standard Bore","Telescopic, 41mm",Swingarm,NaN,Digital,Digital,Digital,Digital,1
95,BMW,BMW K1600,"
₹ 28,70,000 - ₹ 33,21,000
",available,Tourer,"Unleaded Super, Octane Number 95 (RON)","1649cc, 6 Cylinder, Oil/Water Cooling",Electronic Intake Pipe Injection,Oil/Water Cooling,1649 cc,160 HP @ 7750 rpm,175 Nm @ 5250 rpm,6,2489 mm,1000 mm,1475 mm,750 mm,NaN,1618 mm,350 kg,26.5 litres,72 mm,67.5 mm,6-Speed,Multiple-Disc Clutch in Oil Bath,Helical,"320 mm Dual Disc, 4-Piston Fixed Calipers","320 mm Single Disc, Double-Piston Caliper","BMW Motorrad Duolever, Central Spring Strut",BMW Motorrad Paralever,NaN,Analogue,Analogue,Digital-2,NaN,1
96,BMW,BMW R,"
₹ 16,65,000 - ₹ 17,45,000
",available,Naked,Petrol,"Air/oil-cooled 4-stroke flat twin engine with balancer shaft, four valves per cylinder, double overhead camshaft, wet sump lubrication",NaN,Liquid Cooling,1170 cc,110 BHP @ 7550 rpm,116 NM @ 6000 rpm,2,2110 mm,900 mm,1240 mm,805 mm,177.8 mm,1487 mm,222 kg,18 litres,101 mm,73 mm,6,Single dry plate clutch,NaN,320mm dual discs,265mm single disc,Upside-Down telescopic fork with 46 mm diameter,Cast aluminium single-sided swing arm,NaN,Analog,Analog,Digital,NaN,1
97,BMW,BMW R1200,"
₹ 15,05,000 - ₹ 18,35,000
 ",available,Naked,Unleaded 95 Octane (RON) Petrol,"1170cc, 2 Cylinder, Air/Liquid Cooling",Electric Fuel Injection,Air/Liquid Cooling,1170 cc,125 HP @ 7750 rpm,125 NM @ 6500 rpm,2,2165 mm,880 mm,1300 mm,790 mm,170 mm,1515 mm,232 kg,18 litres,101 mm,73 mm,6 Speed,"Wet Clutch With an Anti-Hopping Function, Hydraulic Activation",Helical Synchromesh,"320 mm Twin Disc Brake, Floating Disc, Four-Piston Radial Brake Calipers","276 mm Single Disc, Double-Piston Floating Caliper","Upside-Down Telescopic Fork, Immersion Tube Diameter 45 mm","Cast Aluminium Single-Sided Swing-Arm with BMW Motorrad Paralever, WAD Travel-Related Damping Strut, Spring Pre-Load Steplessly and Hydraulically Adjustable Via Handwheel, Adjustable Rebound Damping",NaN,Analog,Digital,Digital,Digital,1
98,BMW,BMW S1000,"
₹ 16,70,000 - ₹ 18,50,000
",available,Naked,"Premium Unleaded, 95–98 Octane (RON) (Knock Control, Nominal Load Capacity with 98-Octane Fuel)","999cc, 4 Cylinder, Water Cooling",Electric Fuel Injection,Water Cooling,999 cc,165 HP @ 11000 rpm,114 Nm @ 9250 rpm,4,2057 mm,845 mm,1228 mm,814 mm,NaN,1439 mm,205 kg,17.5 litres,80 mm,49.7 mm,6 Speed,"Wet Multidisc Clutch, Anti-Hopping Clutch, Mechanically Operated",Synchromesh Gearbox with Spur Gears,"320 mm Twin Disc, Floating Disc, Radial Four-Piston Fixed Calipers","220 mm Single Disc Brake, Single Piston Floating Caliper","46 mm Upside-Down Telescopic Fork, Rebound/Compression Damping Adjustable","Aluminium Double-Sided Swing-Arm, Central Spring Strut, Adjustable Rebound-Stage Damping",NaN,Digital,Analog,Digital,Digital,1
99,BMW,BMW G310,"
₹ 2,99,000 - ₹ 3,49,000
",expected,Naked,Petrol,"Water-cooled, single-cylinder 4-stroke engine, four valves, two overhead camshafts, dry sump lubrication",NaN,NaN,313 cc,33.6 BHP @ 9500 rpm,28 NM @ 7500 rpm,1,2005 mm,849 mm,1227 mm,785 mm,165 mm,1374 mm,158.5 kg,11 litres,80 mm,62.1 mm,6,"Multiple-disc clutch in oil bath, mechanically operated",Synchromesh transmision Integrated in the motor housing,"Single disc, diameter 300 mm, 4-piston fixed caliper, radially bolted","Single disc, diameter 240 mm, single-piston floating caliper","Upside down fork , Ø 41 mm","Solid die-cast aluminum swingarm, directly hinged monoshock, adjustable preload",7.50 secs,Digital,Digital,Digital,Digital,1
100,BMW,BMW HP4,"
₹ 85,00,000
",expected,Sports,Petrol,"Water/oil-cooled 4-cylinder four-stroke in-line engine, four titanium valves per cylinder, two overhead racing camshafts, milled oil sump, Pankl connecting rod, precision-balanced and lightened crankshaft","Electronic racing injection, variable intake pipe length, four selectable modes",NaN,999 cc,"215 HP @ 13,900 rpm","120 Nm @ 10,000 rpm",4,2070 mm,777 mm,1193 mm,831 mm,NaN,1440 mm,171.4 kg,17.5 litres,80 mm,49.7 mm,6,"Multi-disc clutch in oil bath, anti-hopping clutch, mechanically operated","Constant-mesh 6-speed racing transmission (EVO) with straight-cut gears (gears 1, 2, 4, 5 and 6)","Brembo Racing twin disc brake, T-floating racing brake discs, 320x6.75 mm diameter, 4-piston monobloc WSBK GP4-PR fixed caliper with titanium pistons, Brembo Racing RCS19X18 master cylinder, including adjustable Brembo Racing brake lever, Brembo Racing clutch lever (without clutch switch)","Brembo Racing single-disc brake, 4-piston WSBK fixed caliper with titanium pistons, brake disc diameter 220x4.0 mm","Öhlins FGR 300 WSBK fork, adjustable rebound and compression-stage damping, adjustable spring preload, Öhlins SD052 adjustable steering damper, front wheel quick-change system thanks to rotatable forklegs with front-wheel cover mounted (brake calipers need not be removed to change a wheel) spring stiffness 10.5 N/mm","Aluminum WSBK swing arm, Öhlins TTX 36 GP central spring strut, adjustable rebound and compression-stage damping, adjustable spring preload, top spring strut pivot point adjustable (0/3 mm), adjustable spring strut deflection (tension strut), contact surfaces for wheel spacer bush on chain tensioners for simple/hands free wheel fitting, chain tensioner titanium on outside, aluminum on inside, CFRP auxiliary stand mountings on swing arm, spring stiffness 95N/mm",NaN,NaN,NaN,NaN,NaN,NaN
101,BMW,BMW Adventure,"
₹ 12,20,000 - ₹ 13,70,000
",discontinued,Naked,NaN,"798cc, 4-stroke",NaN,Liquid Cooling,1170 cc,71 Bhp @ 7000 rpm,75 Nm @ 4500 rpm,2,2280.00 mm,890.00 mm,1240.00 mm,NaN,NaN,1575.00 mm,199.00 kg,20.00 litres,82 mm,75.6 mm,6 Manual,NaN,NaN,300mm Single Disc,Single Disc 265mm,NaN,NaN,NaN,Analogue,Analogue,Digital-2,NaN,1
102,BMW,BMW HP2,"
₹ 25,70,000
",discontinued,Superbike,Petrol,"1170cc, 4-sroke",NaN,Liquid Cooling,1170 cc,133 Bhp @ 8750 rpm,115 Nm @ 6000 rpm,2,NaN,NaN,NaN,NaN,NaN,1485.00 mm,NaN,NaN,101 mm,73 mm,6,NaN,NaN,320mm Twin Disc,265mm Disc,Telelever,EVO Paralever,NaN,Digital,Digital,Digital-2,NaN,1
103,BMW,BMW K1300,"
₹ 25,09,000 - ₹ 26,82,000
",discontinued,Naked,Petrol,"1293cc, Water-cooled 4-stroke in-line four-cylinder engine, two overhead camshafts, four valves per cylinder",NaN,Liquid Cooling,1293 cc,173 Bhp @ 9250 rpm,140 Nm @ 8250 rpm,4,2228 mm,856 mm,1095 mm,790-820 mm,117 mm,1585 mm,243 kg,19 litres,80 mm,64.3 mm,6,"Multiple-disc clutch in oil bath, hydraulically operated",NaN,"Dual disc brake, floating brake discs, diameter 320 mm, 4-piston fixed calipers","Single disc brake, diameter 265 mm, double-piston floating caliper",BMW Motorrad Duolever; central spring strut,"Cast aluminium single-sided swing arm with BMW Motorrad Paralever; central spring strut with lever system, spring pre-load hydraulically adjustable (continuously variable) at handwheel, rebound damping adjustable",2.81 secs,Analog,Analog,Digital,Digital,1
104,BMW,BMW Tour,"
NA
",discontinued,Cruiser,NaN,"1172cc, 4-sroke",NaN,Liquid Cooling,1172 cc,116 Bhp @ 8000 rpm,120 Nm @ 5250 rpm,NaN,2502.00 mm,1080.00 mm,1395.00 mm,NaN,NaN,1627.00 mm,345.00 kg,24.00 litres,70.5 mm,75 mm,6 Manual,Single dry plate clutch,NaN,320mm Twin Disc,Single Disc 285mm,BMW Motorrad Telelever,Cast aluminium single-sided swing arm,NaN,Digital,Analogue,Digital-2,NaN,1
105,BSA,BSA Diva,"
NA
",available,Scooterette,NaN,Battery,NaN,NaN,NaN,NaN,NaN,NaN,1775.00 mm,630.00 mm,NaN,NaN,NaN,1260.00 mm,75.00 kg,NaN,NaN,NaN,Automatic,NaN,NaN,Drum,Drum,NaN,NaN,NaN,Analogue,None,None,NaN,1
106,BSA,BSA Edge,"
NA
",available,Scooterette,NaN,Battery,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Automatic,NaN,NaN,Drum,Drum,NaN,NaN,NaN,Analogue,None,None,NaN,1
